id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,neighborhood
12987777,NEW Work /Play At North Beach for 4,331559,Sharon,,North Beach,37.80508,-122.40775,Entire home/apt,175,30,41,2017-01-02,0.77,2,0,North Beach
12999869,The Peacock Room in Chic San Francisco Home- Views,3617002,Sarah & Pankaj,,Potrero Hill,37.7624,-122.40502,Private room,355,1,187,2020-02-20,3.51,7,0,Potrero Hill
13016330,Junior 1 Bedroom in Nob Hill,71832050,Mike,,Nob Hill,37.79634,-122.41598,Entire home/apt,55,30,101,2020-09-01,1.9,1,353,Nob Hill
13021294,Prime Nob Hill Luxury Condo,22860305,Matthew & Jessie,,Nob Hill,37.79246,-122.412,Entire home/apt,329,1,58,2020-08-16,1.09,1,330,Nob Hill
13033493,Spacious Room with Street Parking,16385813,Lisa,,Excelsior,37.72289,-122.41828999999998,Private room,120,30,4,2016-06-01,0.07,1,358,Excelsior
13061396,Waterfront Living in Mission Bay,72339295,Theresa,,South of Market,37.77517,-122.39303000000001,Entire home/apt,600,30,3,2017-07-31,0.06,1,358,South of Market
13066842,"Luxury Townhouse. Top location, views & furniture.",775473,Federico,,Russian Hill,37.79716,-122.41542,Entire home/apt,989,3,73,2020-01-05,1.38,1,0,Russian Hill
13082310,Charming Mission 1BR Apartment,38836,Bernat,,Mission,37.75195,-122.4221,Entire home/apt,116,30,6,2018-05-14,0.12,38,277,Mission
13083682,Traveler's Room,25056680,Lyle,,Mission,37.75315,-122.40715,Private room,125,2,56,2020-04-29,1.93,1,83,Mission
13096400,SF Hotel Studio: Union Square (11),22267033,Jennifer,,Downtown/Civic Center,37.78752,-122.40937,Entire home/apt,292,2,22,2020-02-29,0.43,16,365,Downtown/Civic Center
13100047,SF Hotel Studio: Union Square (12),22267033,Jennifer,,Downtown/Civic Center,37.78694,-122.40964,Entire home/apt,306,2,18,2019-10-25,0.37,16,365,Downtown/Civic Center
13120626,SFMission District Roof Deck Retreat,72788131,Dan,,Mission,37.75651,-122.40897,Entire home/apt,152,30,2,2019-03-15,0.07,2,364,Mission
13127954,"Half Price - Moroccan Suite, Chic San Francisco Home, Views",3617002,Sarah & Pankaj,,Potrero Hill,37.76185,-122.40543000000001,Private room,81,1,329,2020-09-28,6.21,7,75,Potrero Hill
13128357,"Lotus❤️Breakfast, Parking, New,W/D,Awesome Sunsets",3617002,Sarah & Pankaj,,Potrero Hill,37.76164,-122.40446000000001,Private room,282,1,320,2020-03-12,6.01,7,0,Potrero Hill
13149975,"Lone Mountain, USF Condo",73356825,Drew,,Inner Richmond,37.776959999999995,-122.45513999999999,Entire home/apt,150,30,51,2018-01-01,1.0,1,0,Inner Richmond
13153289,Bright 2BR/2BA Castro Condo,2259758,Catherine & Micki,,Noe Valley,37.75642,-122.43945,Entire home/apt,275,3,7,2018-12-25,0.14,1,92,Noe Valley
13169268,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78718,-122.4094,Private room,62,1,139,2020-02-16,2.62,51,0,Downtown/Civic Center
13186688,House by Golden Gate park & beach. Clean & safe.,15050419,Kate,,Inner Richmond,37.77964,-122.477,Entire home/apt,400,3,9,2019-12-26,0.17,1,4,Inner Richmond
13190103,Hotel Pac Hgts Queen Free Car ParkC,20850212,Young,,Pacific Heights,37.7971,-122.42428000000001,Private room,79,1,37,2020-09-11,0.7,16,0,Pacific Heights
13201652,Beautiful Noe Valley Victorian 4 Bedrooms,18151037,Valerie,,Noe Valley,37.75262,-122.4363,Entire home/apt,395,30,21,2019-01-29,0.44,8,239,Noe Valley
13204198,Elegant 1x1 w/ Period Details in Mission/Dolores,4430421,Landmark,,Mission,37.75395,-122.42437,Entire home/apt,118,30,2,2018-03-31,0.06,146,179,Mission
13219968,Expansive Family-Friendly Home in Noe Valley,25719685,Andrea,,Glen Park,37.74143,-122.42598000000001,Entire home/apt,764,3,12,2019-12-27,0.23,1,0,Glen Park
13220623,Hip Minimalist Flat by the Beach,16010762,Carleen,,Outer Sunset,37.760670000000005,-122.49708000000001,Entire home/apt,160,2,324,2020-09-21,6.41,1,0,Outer Sunset
13224465,Modern Fisherman's Wharf Condo W/ Amazing Views,55198843,Nikko And Tienlyn,,Russian Hill,37.806020000000004,-122.42083999999998,Entire home/apt,350,7,5,2019-06-18,0.1,1,363,Russian Hill
13233167,3 UCSF/GG Park private room n bath(shared  kitchen,68432368,Brian,,Inner Sunset,37.764340000000004,-122.46905,Private room,63,30,57,2018-06-02,1.14,3,269,Inner Sunset
13239272,Bright & Beautiful 3 BR in Fantastic Neighborhood,1099605,Meghan,,Inner Richmond,37.77643,-122.47753,Entire home/apt,325,10,20,2020-07-06,0.39,1,87,Inner Richmond
13239943,Hotel Pac Hgts 2 Bed Free Car ParkF,20850212,Young,,Marina,37.79757,-122.42565,Private room,131,1,199,2020-06-14,3.75,16,0,Marina
13263750,Hotel Pac Hgts 2 Bed Free Car ParkG,20850212,Young,,Pacific Heights,37.79696,-122.42452,Private room,129,1,156,2020-07-01,3.35,16,0,Pacific Heights
13264163,Great Family Apartment Next To Golden Gate Park!,41190857,James,,Inner Richmond,37.776740000000004,-122.46656999999999,Entire home/apt,350,2,30,2020-09-01,0.57,1,71,Inner Richmond
13264364,Studio at Donatello Hotel near Union Square,47514427,Jeff,,Downtown/Civic Center,37.78784,-122.41036000000001,Private room,322,2,81,2020-02-06,1.54,34,94,Downtown/Civic Center
13265498,Hotel Pac Hgts 2 Bed Free Car ParkH,20850212,Young,,Pacific Heights,37.79718,-122.42504,Private room,129,1,72,2020-02-27,1.56,16,0,Pacific Heights
13276083,Serene Downtown Condo,1479964,James,,South of Market,37.78801,-122.38968999999999,Entire home/apt,179,30,1,2017-05-23,0.02,17,0,South of Market
13284332,Studio at Donatello Hotel near Union Square,47514427,Jeff,,Downtown/Civic Center,37.78784,-122.41036000000001,Private room,322,2,78,2020-02-06,1.89,34,93,Downtown/Civic Center
13284618,Studio at Donatello Hotel near Union Square,47514427,Jeff,,Downtown/Civic Center,37.78784,-122.41036000000001,Private room,322,2,100,2020-02-27,2.26,34,93,Downtown/Civic Center
13293285,"Private MiniStudio/UCSF,SFSU,GGPark",64351162,Vlad & Ira,,Outer Sunset,37.75703,-122.48938999999999,Entire home/apt,90,1,266,2020-06-22,5.05,3,5,Outer Sunset
13312818,NWPT4433-Newly Decorated 1 Bedroom at Embarcadero,6774460,Sylvia,,North Beach,37.80373,-122.40456999999999,Entire home/apt,181,30,0,,,11,365,North Beach
13315077,Bernal Heights Entire Suite near Cortland Ave,75262645,Evelyn,,Bernal Heights,37.73964,-122.4112,Private room,100,1,14,2020-10-02,2.69,1,179,Bernal Heights
13315189,Beautiful apartment with Victorian Charm,906727,Elizabeth,,Inner Richmond,37.785090000000004,-122.47077,Entire home/apt,100,30,20,2018-01-02,0.38,2,0,Inner Richmond
13318584,Bingo. Private-Modern-Remodeled SF Guest Suite,75307977,Rigo,,Excelsior,37.72511,-122.40716,Entire home/apt,241,2,235,2020-04-03,4.47,1,2,Excelsior
13332858,Luxury Potrero Hill/Dogpatch Condo,1700631,Rob,,Potrero Hill,37.76406,-122.39518000000001,Entire home/apt,200,30,57,2020-06-28,1.12,1,191,Potrero Hill
13335441,"Peaceful room in Castro Edwardian, with views.",5066857,Ryan,,Castro/Upper Market,37.762879999999996,-122.44186,Private room,150,30,0,,,1,0,Castro/Upper Market
13342870,Wonderful 2 bedroom Dolores Park Flat.,9632192,Lynn,,Mission,37.75525,-122.42408,Entire home/apt,110,30,2,2018-09-03,0.04,9,294,Mission
13343657,Super Cute Inner Richmond Room #3,23719876,Yumi,,Inner Richmond,37.78318,-122.47441,Private room,85,30,6,2017-08-13,0.12,9,349,Inner Richmond
13346701,Remodeled Luxury One Bedroom Marina apartment,75633214,Victor,,Marina,37.8042,-122.43621999999999,Entire home/apt,214,30,27,2017-08-27,0.59,1,179,Marina
13349338,"Noe Valley Family Home – Views, Garage and Yard",24157036,Angela,,Noe Valley,37.74661,-122.43451,Entire home/apt,335,30,3,2019-08-17,0.07,13,279,Noe Valley
13393846,"Hotel 2 bathroom suite for four, free breakfast",47514427,Jeff,,Downtown/Civic Center,37.77864,-122.42226000000001,Private room,276,2,50,2020-03-03,0.96,34,103,Downtown/Civic Center
13427895,The Matisse Room,75594709,Magdalena,,Excelsior,37.72871,-122.42934,Private room,50,1,78,2020-06-14,1.49,1,89,Excelsior
13430730,Sunny Top-Floor Flat in San Francisco!,13408956,Kurt & Pedro,,Castro/Upper Market,37.76551,-122.44032,Entire home/apt,89,30,22,2020-08-14,0.43,1,27,Castro/Upper Market
13443665,Tranquility 2 Bdrm Home Near Transit & SFO,10786181,Deborah,,Ocean View,37.71914,-122.45128000000001,Entire home/apt,100,30,55,2018-10-07,1.06,2,337,Ocean View
13448637,Mosaic House,2516072,Ilse,,Noe Valley,37.75132,-122.42648,Entire home/apt,375,3,17,2019-12-28,1.05,1,92,Noe Valley
13464987,"""THE CAROUSEL ROOM"" in the CASTRO--Convenient!",462956,Connie,,Castro/Upper Market,37.76416,-122.43048,Private room,55,1,210,2020-08-05,4.07,1,291,Castro/Upper Market
13465756,Private Room in a Cute Apartment—Fun Neighborhood,3584706,Benjamin,,North Beach,37.79849,-122.40699,Private room,85,30,8,2019-12-03,0.24,1,363,North Beach
13530616,Charming Studio by Union Square & Hilton SF!,4430421,Landmark,,Downtown/Civic Center,37.7854,-122.41134,Entire home/apt,79,30,1,2018-10-13,0.04,146,179,Downtown/Civic Center
13559950,Remodeled Marina retreat with private backyard,45161821,Summer,,Marina,37.80234,-122.43796,Entire home/apt,95,30,4,2019-05-18,0.08,1,248,Marina
13561311,Storybook Studio in Russian Hill,1479964,James,,Russian Hill,37.799659999999996,-122.4154,Entire home/apt,145,30,1,2019-06-11,0.06,17,92,Russian Hill
13563865,Family friendly 4 bdrm house by Golden Gate Park,78172368,Alina,,Inner Richmond,37.77625,-122.46463999999999,Entire home/apt,895,3,6,2019-08-06,0.12,1,277,Inner Richmond
13574259,"Relaxing Home with Views, Yard & Chef's Kitchen",30789097,Rachel,,Castro/Upper Market,37.76303,-122.44186,Entire home/apt,425,7,5,2018-05-21,0.1,1,172,Castro/Upper Market
13579169,Newly Remodeled Studio Located in the Heart of SF,5014272,Luke And Sue,,Haight Ashbury,37.76119,-122.44685,Entire home/apt,160,30,14,2020-08-14,0.27,2,309,Haight Ashbury
13582817,Luxurious Ghirardelli Square Apartment,76778950,Team Ghirardelli,,Russian Hill,37.80618,-122.42379,Entire home/apt,954,3,10,2019-11-22,0.2,1,88,Russian Hill
13585679,Sunny and Modern Apartment in the Mission District,78443561,Cynthia,,Mission,37.75322,-122.41386000000001,Entire home/apt,160,3,163,2020-09-27,3.21,1,1,Mission
13591271,Private Spacious Room. Close to Bart,20525640,Art,,Outer Mission,37.72123,-122.44373,Private room,55,30,69,2019-08-17,1.34,2,310,Outer Mission
13600947,Cozy private room in quiet & safe neighborhood,35102608,Rabbi Joel & Johni,,Outer Sunset,37.7537,-122.48253999999999,Private room,90,2,119,2020-02-09,2.3,1,142,Outer Sunset
13603043,"Eco, Tidy & Quiet Designer Suite / Noe Valley",2019781,Shal,,Noe Valley,37.75388,-122.43229,Entire home/apt,268,3,107,2020-08-16,2.05,1,20,Noe Valley
13603416,new house level2,78681619,Tom,,Ocean View,37.70836,-122.46167,Entire home/apt,310,2,8,2018-09-28,0.16,2,89,Ocean View
13605661,Cozy Private Room - Close to Bart Station,20525640,Art,,Outer Mission,37.71994,-122.44416000000001,Private room,45,30,78,2020-04-17,1.5,2,269,Outer Mission
13618517,LUXURY ✦ SPACIOUS ✦ UPSCALE ✦ 1 BR Downtown Suite,26482762,ResortShare1,,Downtown/Civic Center,37.78898,-122.41278,Hotel room,300,2,79,2019-12-11,1.55,14,359,Downtown/Civic Center
13641058,North Beach Cable Car Flat,33387303,Joseph,,North Beach,37.8022,-122.41268000000001,Entire home/apt,164,3,77,2020-02-16,1.49,1,0,North Beach
13654134,Pacific Heights Stunning Studio Condo,79305198,Christina,,Pacific Heights,37.79074,-122.43446999999999,Entire home/apt,111,30,16,2020-08-03,0.32,1,267,Pacific Heights
13669721,Home Away From Home in the Sunnyside,69670960,William,,Outer Mission,37.7331,-122.45106000000001,Entire home/apt,225,3,107,2020-09-14,2.08,1,321,Outer Mission
13676473,Family Friendly 2 bd Home by Western Addition,19288568,Raphael,,Western Addition,37.78138,-122.42963,Entire home/apt,280,3,13,2019-07-31,0.25,1,0,Western Addition
13685131,Private Studio with Outdoor Deck,79700074,Marty,,Bernal Heights,37.736540000000005,-122.41582,Private room,115,2,130,2020-02-23,2.53,1,154,Bernal Heights
13686323,Stay in the  ❤️  of Downtown | 1 BEDROOM SUITE,26482762,ResortShare1,,Downtown/Civic Center,37.78898,-122.41278,Hotel room,300,2,79,2019-10-31,1.57,14,359,Downtown/Civic Center
13687255,Adorable Victorian in Potrero Hill,32534976,Palmore,,Potrero Hill,37.76032,-122.39443999999999,Entire home/apt,450,4,42,2020-01-16,0.83,1,0,Potrero Hill
13714899,Noe/Mission Victorian Flat,58762070,Marci,,Mission,37.75363,-122.42403999999999,Entire home/apt,130,30,154,2020-03-29,2.99,2,263,Mission
13734123,3BR Home by the Beach w/ Free Parking & Laundry!,4582677,Felix,,Parkside,37.7374,-122.49491,Entire home/apt,313,30,96,2018-02-24,1.85,3,110,Parkside
13735115,Peace House Grand Victorian,23195770,Celia,,Western Addition,37.77785,-122.44372,Entire home/apt,1750,2,17,2020-02-28,0.44,2,323,Western Addition
13735664,Serene Japanese-Inspired Retreat with Views & Free Parking,43707666,Linda,,Twin Peaks,37.751670000000004,-122.45212,Private room,188,4,129,2020-02-28,2.51,1,126,Twin Peaks
13762975,Cozy Apartment near Parks and Mission,4095163,Gordon & Lindsey,,Bernal Heights,37.746179999999995,-122.41452,Entire home/apt,85,30,86,2020-09-29,1.7,1,177,Bernal Heights
13764695,Family-friendly house in San Francisco hills,1040664,Erin,,West of Twin Peaks,37.73745,-122.45822,Entire home/apt,225,30,1,2019-04-28,0.06,1,0,West of Twin Peaks
13769493,"Enjoy space, quiet, views and easy parking",15376205,Simon,,Bayview,37.71656,-122.38993,Private room,103,1,51,2019-08-04,0.99,1,0,Bayview
13774014,Home SUITE Home,2993432,Lauren,,Bayview,37.734359999999995,-122.40488,Entire home/apt,128,3,214,2020-09-30,4.16,1,67,Bayview
13788581,Chic Apartment with Backyard in Pacific Heights,3495695,Ryan,,Pacific Heights,37.79107,-122.44283,Entire home/apt,450,2,37,2020-01-26,0.72,1,75,Pacific Heights
13788740,3BR-2B light-filled house 10 min from hip Mission,2259098,H. Thuy,,Excelsior,37.72486,-122.43172,Entire home/apt,193,7,24,2020-08-27,0.57,2,36,Excelsior
13789725,Ocean Beach retreat with spacious deck,3677879,Jennifer,,Outer Sunset,37.75691,-122.50639,Entire home/apt,159,2,226,2020-09-29,4.88,1,264,Outer Sunset
13796550,Private renovated full floor suite! Close to BART,52252008,Amanda,,Bernal Heights,37.73571,-122.4268,Entire home/apt,186,1,53,2020-03-12,1.07,1,0,Bernal Heights
13796921,Bright Sunset Studio near Golden Gate Park,390743,Lisa,,Outer Sunset,37.75914,-122.48456000000002,Entire home/apt,133,2,61,2020-03-18,2.21,1,0,Outer Sunset
13806046,"Nice large room, walk to Golden Gate Park",81226014,Lynn & Ray,,Outer Sunset,37.75849,-122.48789,Private room,110,1,98,2019-11-23,2.53,4,0,Outer Sunset
13811042,one bedroom in large house,103427,Magalie,,Ocean View,37.7227,-122.47131,Private room,158,30,0,,,1,365,Ocean View
13815533,Sunset Tranquility,10460597,Doug & Trish,,Parkside,37.74405,-122.50323,Entire home/apt,168,2,105,2020-06-09,2.04,1,273,Parkside
13845578,"Private, quiet, clean, king bed, garden, hot tub",9194713,Lance,,Visitacion Valley,37.718540000000004,-122.40355,Entire home/apt,133,1,321,2020-10-02,6.23,5,1,Visitacion Valley
13857866,Retreat in a Roomy Apartment in Mission Dolores / Castro,858429,Kate,,Castro/Upper Market,37.76166,-122.42943000000001,Entire home/apt,282,1,276,2020-07-30,5.36,1,0,Castro/Upper Market
13883766,"SF Union Square, unbeatable location! (1)",22267033,Jennifer,,Downtown/Civic Center,37.78821,-122.41096,Entire home/apt,306,2,6,2019-02-26,0.12,16,365,Downtown/Civic Center
13884730,Studio hotel suite near Union Square & Nob Hill,70722023,Michael,,Chinatown,37.79056,-122.4071,Entire home/apt,95,2,64,2019-03-22,1.37,55,0,Chinatown
13885609,Luxury Westwood Manor,78610776,Maggie,,West of Twin Peaks,37.72885,-122.45885,Private room,120,30,0,,,1,0,West of Twin Peaks
13896608,"SF Union Square, unbeatable location! (2)",22267033,Jennifer,,Downtown/Civic Center,37.78815,-122.41123,Entire home/apt,293,2,17,2020-01-16,0.33,16,365,Downtown/Civic Center
13899875,Bedroom+Sitting Rm Classic SF Home,56658434,Cheryl,,Inner Richmond,37.77805,-122.47057,Private room,104,5,82,2020-01-15,1.6,3,151,Inner Richmond
13913555,✦FABULOUS 3 Bedroom Presidential Sleeps 6 Guests✦,26482762,ResortShare1,,Downtown/Civic Center,37.78898,-122.41278,Hotel room,1054,3,49,2019-11-22,1.08,14,3,Downtown/Civic Center
13939822,Large Vict. with one bedroom and two full bths.,880855,Tony,,Western Addition,37.77107,-122.43113999999998,Entire home/apt,125,30,0,,,2,178,Western Addition
13943674,"Union Square, Lower Nob Hill Studio - heart of SF!",82964671,Daryüsch,,Nob Hill,37.78926,-122.41598,Entire home/apt,139,31,14,2017-11-08,0.27,1,362,Nob Hill
13973341,"Donatello, King Size Bed, near Moscone",11638127,Dave,,Downtown/Civic Center,37.78722,-122.40969,Private room,219,1,5,2019-11-22,0.1,5,0,Downtown/Civic Center
13975376,CANTERBURY RESORT - Full Amenities in a 1 Bedroom,26482762,ResortShare1,,Downtown/Civic Center,37.78898,-122.41278,Entire home/apt,300,2,50,2020-01-31,1.03,14,359,Downtown/Civic Center
13978938,Posh 2 Bedroom Presidential ★ Downtown San Fran,26482762,ResortShare1,,Downtown/Civic Center,37.78898,-122.41278,Hotel room,1414,2,37,2019-12-14,0.73,14,0,Downtown/Civic Center
13999742,"New 3BR/2BA - Inner Sunset,  A+ Location",19191703,Eric,,Inner Sunset,37.76344,-122.46967,Entire home/apt,295,3,143,2019-12-08,3.33,1,0,Inner Sunset
14008953,Unwind in an Edwardian Home near Dolores Park,1374982,Jeff,,Castro/Upper Market,37.75934,-122.42627,Entire home/apt,350,5,8,2019-11-23,0.16,1,0,Castro/Upper Market
14029388,Charming Sunny Studio Blocks from Union Square!,4430421,Landmark,,Downtown/Civic Center,37.7846,-122.41157,Entire home/apt,81,30,0,,,146,179,Downtown/Civic Center
14029901,"Gay-owned, Victorian gem in The Castro",2048437,Lance And Nils,,Castro/Upper Market,37.75742,-122.43741000000001,Private room,112,2,125,2020-03-05,2.52,2,313,Castro/Upper Market
14030807,Modern 2 bedroom in SF's charming Castro district,84011857,Preston,,Castro/Upper Market,37.757979999999996,-122.44175,Entire home/apt,150,30,57,2020-06-03,1.14,1,345,Castro/Upper Market
14043110,"Spacious Beauty, 3Beds, Kitchen, Free/Easy Parking",84154713,Sean,,Bayview,37.728640000000006,-122.38786,Private room,60,5,281,2020-09-04,5.66,2,82,Bayview
14049725,Casa de Paz (Entire home),36752,Teresa,,Bayview,37.719229999999996,-122.39598000000001,Entire home/apt,179,30,25,2019-08-30,0.55,1,335,Bayview
14058613,Spacious & Modern 1 BR / 1 BA - Central Location!,84370701,Elena &  Marc,,Nob Hill,37.78942,-122.41649,Entire home/apt,89,30,36,2020-09-04,0.7,1,92,Nob Hill
14104431,"Homely Neat Safe, Quiet place near UCSF+ parking",84919856,Anthony,,Outer Sunset,37.76014,-122.48366999999999,Entire home/apt,100,30,10,2020-03-14,0.27,1,339,Outer Sunset
14139656,"Uniquely cool top floor near Dolores, roof deck",9151990,Roxy,,Mission,37.75939,-122.42116999999999,Entire home/apt,540,28,54,2020-09-05,1.06,3,126,Mission
14153586,Small sunny bedroom & more in Inner Richmond Apt,85402267,Monica,,Inner Richmond,37.77449,-122.46522,Private room,50,30,80,2019-08-14,1.58,1,0,Inner Richmond
14166343,Sanctuary in the City,57571078,Carol,,Excelsior,37.71898,-122.43173999999999,Entire home/apt,314,7,26,2019-11-23,0.53,1,178,Excelsior
14179987,Great apt in the Marina! Full Kitchen & Parking!,85893340,Heidi,,Marina,37.800090000000004,-122.44287,Entire home/apt,149,1,277,2020-09-22,5.44,1,6,Marina
14180539,Spacious Private Bedroom & Skylight,547669,Jamie,,Outer Sunset,37.7572,-122.49858,Private room,70,30,3,2019-08-31,0.06,4,364,Outer Sunset
14189398,Private Bedroom Attached Half Bath,547669,Jamie,,Outer Sunset,37.75891,-122.49691000000001,Private room,90,30,0,,,4,364,Outer Sunset
14197078,Posh Condo | short walk to Union Square | Gym,26482762,ResortShare1,,Downtown/Civic Center,37.78907,-122.41283,Private room,521,2,53,2020-01-17,1.07,14,359,Downtown/Civic Center
14203815,Ocean View...Walk to Beach and GGPark!!,86195105,Karen,,Outer Sunset,37.760459999999995,-122.50478000000001,Entire home/apt,225,30,52,2019-08-12,1.04,1,78,Outer Sunset
14206695,Stylish Nob Hill;  Mid Century Modern; Parking,985427,Meredith,,Nob Hill,37.79107,-122.41131000000001,Entire home/apt,130,30,11,2020-07-15,0.22,1,0,Nob Hill
14214684,Modern Noe Valley Luxury - Your Luxe Urban Oasis!,1031942,Rachel,,Noe Valley,37.74991,-122.42875,Entire home/apt,228,30,11,2019-11-03,0.24,2,364,Noe Valley
14225205,Hidden Gem in West Soma,2517689,Michelle,,South of Market,37.77397,-122.41481999999999,Entire home/apt,148,30,85,2019-04-23,1.7,1,0,South of Market
14246713,Modern SOMA 2BR | Washer + Dryer | Free WiFi | GLS,30283594,Global Luxury Suites,,South of Market,37.78153,-122.39861,Entire home/apt,199,30,0,,,13,83,South of Market
14255278,Central San Francisco Living in a Victorian Townhouse,36140663,Jack,,Inner Richmond,37.779309999999995,-122.46161000000001,Entire home/apt,249,3,25,2019-09-02,0.49,1,0,Inner Richmond
14265180,Hip Castro area 3 BR with patio,41182469,Steven,,Castro/Upper Market,37.75952,-122.44113999999999,Entire home/apt,395,3,74,2020-09-10,1.47,1,102,Castro/Upper Market
14266916,Recharge in Lush Gardens in the Heart of Bernal Heights,36287559,Marie & Laurent,,Bernal Heights,37.73771,-122.4164,Entire home/apt,170,3,180,2020-09-06,3.55,1,222,Bernal Heights
14268636,Private giant stylish fully furnished room,24091826,Julian,,Excelsior,37.724579999999996,-122.43351000000001,Private room,49,10,150,2020-03-03,2.95,3,0,Excelsior
14282647,Hudson House,7119658,Kelly,,Bayview,37.739779999999996,-122.38595,Entire home/apt,129,3,12,2020-09-27,1.34,1,1,Bayview
14294502,"Walk, Shop, Eat, Live Noe Valley. BIG! 30+ Days",251124879,Guesthop,,Noe Valley,37.75184,-122.43703000000001,Entire home/apt,140,30,5,2019-08-17,0.1,2,0,Noe Valley
14299097,Modern 4Bd Edwardian Renovated Flat,10162964,Shelley,,Mission,37.75758,-122.42284,Entire home/apt,269,30,8,2020-03-17,0.17,5,288,Mission
14305759,"Cozy Room in Victorian House, Mission District",29483318,James,,Mission,37.75152,-122.40853999999999,Private room,49,30,115,2018-04-25,2.27,3,340,Mission
14314506,"Furn 1 Bdrm 1 Ba Ocean VU, W/D, 3 MO MIN ALL UTIL",20818179,Dave,,Outer Sunset,37.76293,-122.50518000000001,Entire home/apt,100,90,0,,,3,365,Outer Sunset
14323059,Garden Studio Oasis in NOPA,69455081,Jp,,Western Addition,37.778079999999996,-122.4404,Entire home/apt,178,2,141,2020-09-27,2.79,1,202,Western Addition
14339856,Luxury Condo - 1 Bed 1 Bath - Private Condo,7088871,Shadi,,South of Market,37.786590000000004,-122.38976000000001,Entire home/apt,185,30,11,2018-03-24,0.22,2,365,South of Market
14341440,"Heart of Mission - 2 bdrm w bath, baby Victorian",5400272,Pamela,,Mission,37.7527,-122.41152,Private room,165,3,165,2020-03-14,3.29,1,0,Mission
14352641,Explore the Castro Area from a Stylish Condo,2307833,Scott,,Castro/Upper Market,37.766220000000004,-122.43066999999999,Entire home/apt,355,30,7,2020-03-13,0.16,1,307,Castro/Upper Market
14358722,Guest Room in totally remodeled Mission Victorian,40426550,Kagan,,Outer Mission,37.71099,-122.44813,Private room,70,31,6,2018-07-31,0.12,3,365,Outer Mission
14360687,My Castle.,88054748,Dora,,Lakeshore,37.734120000000004,-122.47901999999999,Entire home/apt,295,30,26,2017-10-05,0.53,2,320,Lakeshore
14362264,"Large, New Furniture,24-hour security in Best Area",3667835,Kevin,,Nob Hill,37.79072,-122.41345,Entire home/apt,352,3,21,2020-08-17,0.43,1,365,Nob Hill
14374783,Spectacular Flat by Ocean Beach- 30 day minimum,49499644,Denise,,Seacliff,37.78009,-122.50854,Entire home/apt,175,30,4,2019-11-22,0.09,2,241,Seacliff
14375372,Golden Gate Chamber,2863340,Max,,Western Addition,37.77814,-122.44078999999999,Private room,100,3,6,2019-03-29,0.12,1,0,Western Addition
14388391,"Private room in The Mission, excellent location!",1792651,Bernard,,Mission,37.756209999999996,-122.41479,Private room,199,3,20,2019-10-25,0.68,2,25,Mission
14404663,Casa Martony and Zen Garden,2275870,Martina,,Outer Mission,37.72527,-122.43802,Entire home/apt,1000,7,2,2019-07-10,0.09,3,53,Outer Mission
14405928,Amazing remodeled upper flat- A Total Gem!,88580126,Mary  Lynn,,Marina,37.79872,-122.43302,Entire home/apt,180,30,1,2020-08-31,0.79,1,304,Marina
14406178,"Beautiful Spacious apt in Noe Valley,San Francisco",8577866,Dana,,Outer Richmond,37.778240000000004,-122.50273,Entire home/apt,178,30,5,2017-07-25,0.1,2,87,Outer Richmond
14450414,Spacious Artist's Studio in Heart of the Mission,83854925,Jesse,,Mission,37.75203,-122.41338,Entire home/apt,86,30,45,2020-09-06,0.9,1,318,Mission
14451638,Private Room & Bathroom in SF,86027378,Ernest,,Excelsior,37.7267,-122.42031999999999,Private room,50,30,44,2019-09-01,0.87,7,0,Excelsior
14452358,Two bedroom flat a block from Ocean Beach,3120119,Kathleen,,Outer Sunset,37.752959999999995,-122.50647,Entire home/apt,270,30,22,2020-09-13,0.45,1,305,Outer Sunset
14453697,Full house,78681619,Tom,,Ocean View,37.70837,-122.46033,Entire home/apt,712,2,41,2019-12-12,0.83,2,89,Ocean View
14465169,"Large Private Hotel Bedrm, close SF downtown",81009974,Lisa,,South of Market,37.782579999999996,-122.39509,Private room,118,1,89,2019-09-30,1.76,4,0,South of Market
14474493,private room/shared bathroom,89236241,Esther,,Outer Sunset,37.74832,-122.49904,Private room,68,1,44,2019-10-15,1.02,1,362,Outer Sunset
14475808,Private Flat in SF,86027378,Ernest,,Excelsior,37.726440000000004,-122.41875,Entire home/apt,79,30,70,2020-09-12,1.39,7,365,Excelsior
14476185,1Bedroom in SF home.,86027378,Ernest,,Excelsior,37.72477,-122.41988,Private room,55,30,74,2019-04-17,1.48,7,325,Excelsior
14487347,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78589,-122.40952,Private room,62,1,99,2019-09-01,1.98,51,0,Downtown/Civic Center
14488234,Cozy Duboce Triangle Bedroom with Private Bathroom,5161705,Jason And Jerrett,,Castro/Upper Market,37.76733,-122.4324,Private room,258,1,351,2020-03-09,6.94,2,63,Castro/Upper Market
14490262,"Two Bedroom, Two Newly Renovated Bathrooms, Large Deck",6920252,Mary,,Potrero Hill,37.7582,-122.4024,Entire home/apt,332,4,84,2020-03-16,1.71,1,98,Potrero Hill
